"Year","Month","Job_Value","30-Year_Fixed","15-Year_Fixed","5-1_Year_Adj"
2017,"Oct","3989.3","3.94","3.19","3.11"
2017,"Sep","3970.1","3.94","3.19","3.11"
2017,"Aug","3961.5","3.94","3.19","3.11"
2017,"Jul","3964.7","3.94","3.19","3.11"
2017,"Jun","3994.5","3.94","3.19","3.11"
2017,"May","3964.5","3.94","3.19","3.11"
2017,"Apr","3953","3.94","3.19","3.11"
2017,"Mar","3922","3.94","3.19","3.11"
2017,"Feb","3904.7","3.94","3.19","3.11"
2017,"Jan","3877.4","3.94","3.19","3.11"
2017,"Dec","4002.1","3.96","3.22","3.21"
2017,"Nov","4010.8","3.96","3.22","3.21"
2017,"Oct","3989.3","3.96","3.22","3.21"
2017,"Sep","3970.1","3.96","3.22","3.21"
2017,"Aug","3961.5","3.96","3.22","3.21"
2017,"Jul","3964.7","3.96","3.22","3.21"
2017,"Jun","3994.5","3.96","3.22","3.21"
2017,"May","3964.5","3.96","3.22","3.21"
2017,"Apr","3953","3.96","3.22","3.21"
2017,"Mar","3922","3.96","3.22","3.21"
2017,"Feb","3904.7","3.96","3.22","3.21"
2017,"Jan","3877.4","3.96","3.22","3.21"
2017,"Dec","4002.1","3.93","3.18","3.15"
2017,"Nov","4010.8","3.93","3.18","3.15"
2017,"Oct","3989.3","3.93","3.18","3.15"
2017,"Sep","3970.1","3.93","3.18","3.15"
2017,"Aug","3961.5","3.93","3.18","3.15"
2017,"Jul","3964.7","3.93","3.18","3.15"
2017,"Jun","3994.5","3.93","3.18","3.15"
2017,"May","3964.5","3.93","3.18","3.15"
2017,"Apr","3953","3.93","3.18","3.15"
2017,"Mar","3922","3.93","3.18","3.15"
2017,"Feb","3904.7","3.93","3.18","3.15"
2017,"Jan","3877.4","3.93","3.18","3.15"
2017,"Dec","4002.1","3.78","3.08","3.15"
2017,"Nov","4010.8","3.78","3.08","3.15"
2017,"Oct","3989.3","3.78","3.08","3.15"
2017,"Sep","3970.1","3.78","3.08","3.15"
2017,"Aug","3961.5","3.78","3.08","3.15"
2017,"Jul","3964.7","3.78","3.08","3.15"
2017,"Jun","3994.5","3.78","3.08","3.15"
2017,"May","3964.5","3.78","3.08","3.15"
2017,"Apr","3953","3.78","3.08","3.15"
2017,"Mar","3922","3.78","3.08","3.15"
2017,"Feb","3904.7","3.78","3.08","3.15"
2017,"Jan","3877.4","3.78","3.08","3.15"
2017,"Dec","4002.1","3.85","3.15","3.18"
2017,"Nov","4010.8","3.85","3.15","3.18"
2017,"Oct","3989.3","3.85","3.15","3.18"
2017,"Sep","3970.1","3.85","3.15","3.18"
2017,"Aug","3961.5","3.85","3.15","3.18"
2017,"Jul","3964.7","3.85","3.15","3.18"
2017,"Jun","3994.5","3.85","3.15","3.18"
2017,"May","3964.5","3.85","3.15","3.18"
2017,"Apr","3953","3.85","3.15","3.18"
2017,"Mar","3922","3.85","3.15","3.18"
2017,"Feb","3904.7","3.85","3.15","3.18"
2017,"Jan","3877.4","3.85","3.15","3.18"
2017,"Dec","4002.1","3.94","3.27","3.23"
2017,"Nov","4010.8","3.94","3.27","3.23"
2017,"Oct","3989.3","3.94","3.27","3.23"
2017,"Sep","3970.1","3.94","3.27","3.23"
2017,"Aug","3961.5","3.94","3.27","3.23"
2017,"Jul","3964.7","3.94","3.27","3.23"
2017,"Jun","3994.5","3.94","3.27","3.23"
2017,"May","3964.5","3.94","3.27","3.23"
2017,"Apr","3953","3.94","3.27","3.23"
2017,"Mar","3922","3.94","3.27","3.23"
2017,"Feb","3904.7","3.94","3.27","3.23"
2017,"Jan","3877.4","3.94","3.27","3.23"
2017,"Dec","4002.1","3.94","3.36","3.35"
2017,"Nov","4010.8","3.94","3.36","3.35"
2017,"Oct","3989.3","3.94","3.36","3.35"
2017,"Sep","3970.1","3.94","3.36","3.35"
2017,"Aug","3961.5","3.94","3.36","3.35"
2017,"Jul","3964.7","3.94","3.36","3.35"
2017,"Jun","3994.5","3.94","3.36","3.35"
2017,"May","3964.5","3.94","3.36","3.35"
2017,"Apr","3953","3.94","3.36","3.35"
2017,"Mar","3922","3.94","3.36","3.35"
2017,"Feb","3904.7","3.94","3.36","3.35"
2017,"Jan","3877.4","3.94","3.36","3.35"
2018,"Dec","4047.6","3.95","3.38","3.45"
2018,"Nov","4068.9","3.95","3.38","3.45"
2018,"Oct","4040.4","3.95","3.38","3.45"
2018,"Sep","4013.1","3.95","3.38","3.45"
2018,"Aug","4017.2","3.95","3.38","3.45"
2018,"Jul","4020.9","3.95","3.38","3.45"
2018,"Jun","4047.5","3.95","3.38","3.45"
2018,"May","4017.8","3.95","3.38","3.45"
2018,"Apr","4004.8","3.95","3.38","3.45"
2018,"Mar","3975.8","3.95","3.38","3.45"
2018,"Feb","3956.2","3.95","3.38","3.45"
2018,"Jan","3929.6","3.95","3.38","3.45"
2018,"Dec","4047.6","4.22","3.68","3.53"
2018,"Nov","4068.9","4.22","3.68","3.53"
2018,"Oct","4040.4","4.22","3.68","3.53"
2018,"Sep","4013.1","4.22","3.68","3.53"
2018,"Aug","4017.2","4.22","3.68","3.53"
2018,"Jul","4020.9","4.22","3.68","3.53"
2018,"Jun","4047.5","4.22","3.68","3.53"
2018,"May","4017.8","4.22","3.68","3.53"
2018,"Apr","4004.8","4.22","3.68","3.53"
2018,"Mar","3975.8","4.22","3.68","3.53"
2018,"Feb","3956.2","4.22","3.68","3.53"
2018,"Jan","3929.6","4.22","3.68","3.53"
2018,"Dec","4047.6","4.43","3.9","3.62"
2018,"Nov","4068.9","4.43","3.9","3.62"
2018,"Oct","4040.4","4.43","3.9","3.62"
2018,"Sep","4013.1","4.43","3.9","3.62"
2018,"Aug","4017.2","4.43","3.9","3.62"
2018,"Jul","4020.9","4.43","3.9","3.62"
2018,"Jun","4047.5","4.43","3.9","3.62"
2018,"May","4017.8","4.43","3.9","3.62"
2018,"Apr","4004.8","4.43","3.9","3.62"
2018,"Mar","3975.8","4.43","3.9","3.62"
2018,"Feb","3956.2","4.43","3.9","3.62"
2018,"Jan","3929.6","4.43","3.9","3.62"
2018,"Dec","4047.6","4.4","3.87","3.62"
2018,"Nov","4068.9","4.4","3.87","3.62"
2018,"Oct","4040.4","4.4","3.87","3.62"
2018,"Sep","4013.1","4.4","3.87","3.62"
2018,"Aug","4017.2","4.4","3.87","3.62"
2018,"Jul","4020.9","4.4","3.87","3.62"
2018,"Jun","4047.5","4.4","3.87","3.62"
2018,"May","4017.8","4.4","3.87","3.62"
2018,"Apr","4004.8","4.4","3.87","3.62"
2018,"Mar","3975.8","4.4","3.87","3.62"
2018,"Feb","3956.2","4.4","3.87","3.62"
2018,"Jan","3929.6","4.4","3.87","3.62"
2018,"Dec","4047.6","4.55","4.03","3.69"
2018,"Nov","4068.9","4.55","4.03","3.69"
2018,"Oct","4040.4","4.55","4.03","3.69"
2018,"Sep","4013.1","4.55","4.03","3.69"
2018,"Aug","4017.2","4.55","4.03","3.69"
2018,"Jul","4020.9","4.55","4.03","3.69"
2018,"Jun","4047.5","4.55","4.03","3.69"
2018,"May","4017.8","4.55","4.03","3.69"
2018,"Apr","4004.8","4.55","4.03","3.69"
2018,"Mar","3975.8","4.55","4.03","3.69"
2018,"Feb","3956.2","4.55","4.03","3.69"
2018,"Jan","3929.6","4.55","4.03","3.69"
2018,"Dec","4047.6","4.54","4.01","3.74"
2018,"Nov","4068.9","4.54","4.01","3.74"
2018,"Oct","4040.4","4.54","4.01","3.74"
2018,"Sep","4013.1","4.54","4.01","3.74"
2018,"Aug","4017.2","4.54","4.01","3.74"
2018,"Jul","4020.9","4.54","4.01","3.74"
2018,"Jun","4047.5","4.54","4.01","3.74"
2018,"May","4017.8","4.54","4.01","3.74"
2018,"Apr","4004.8","4.54","4.01","3.74"
2018,"Mar","3975.8","4.54","4.01","3.74"
2018,"Feb","3956.2","4.54","4.01","3.74"
2018,"Jan","3929.6","4.54","4.01","3.74"
2018,"Dec","4047.6","4.52","3.99","3.74"
2018,"Nov","4068.9","4.52","3.99","3.74"
2018,"Oct","4040.4","4.52","3.99","3.74"
2018,"Sep","4013.1","4.52","3.99","3.74"
2018,"Aug","4017.2","4.52","3.99","3.74"
2018,"Jul","4020.9","4.52","3.99","3.74"
2018,"Jun","4047.5","4.52","3.99","3.74"
2018,"May","4017.8","4.52","3.99","3.74"
2018,"Apr","4004.8","4.52","3.99","3.74"
2018,"Mar","3975.8","4.52","3.99","3.74"
2018,"Feb","3956.2","4.52","3.99","3.74"
2018,"Jan","3929.6","4.52","3.99","3.74"
2018,"Dec","4047.6","4.6","4.08","3.93"
2018,"Nov","4068.9","4.6","4.08","3.93"
2018,"Oct","4040.4","4.6","4.08","3.93"
2018,"Sep","4013.1","4.6","4.08","3.93"
2018,"Aug","4017.2","4.6","4.08","3.93"
2018,"Jul","4020.9","4.6","4.08","3.93"
2018,"Jun","4047.5","4.6","4.08","3.93"
2018,"May","4017.8","4.6","4.08","3.93"
2018,"Apr","4004.8","4.6","4.08","3.93"
2018,"Mar","3975.8","4.6","4.08","3.93"
2018,"Feb","3956.2","4.6","4.08","3.93"
2018,"Jan","3929.6","4.6","4.08","3.93"
2018,"Dec","4047.6","4.54","3.99","3.93"
2018,"Nov","4068.9","4.54","3.99","3.93"
2018,"Oct","4040.4","4.54","3.99","3.93"
2018,"Sep","4013.1","4.54","3.99","3.93"
2018,"Aug","4017.2","4.54","3.99","3.93"
2018,"Jul","4020.9","4.54","3.99","3.93"
2018,"Jun","4047.5","4.54","3.99","3.93"
2018,"May","4017.8","4.54","3.99","3.93"
2018,"Apr","4004.8","4.54","3.99","3.93"
2018,"Mar","3975.8","4.54","3.99","3.93"
2018,"Feb","3956.2","4.54","3.99","3.93"
2018,"Jan","3929.6","4.54","3.99","3.93"
2018,"Dec","4047.6","4.71","4.15","4.01"
2018,"Nov","4068.9","4.71","4.15","4.01"
2018,"Oct","4040.4","4.71","4.15","4.01"
2018,"Sep","4013.1","4.71","4.15","4.01"
2018,"Aug","4017.2","4.71","4.15","4.01"
2018,"Jul","4020.9","4.71","4.15","4.01"
2018,"Jun","4047.5","4.71","4.15","4.01"
2018,"May","4017.8","4.71","4.15","4.01"
2018,"Apr","4004.8","4.71","4.15","4.01"
2018,"Mar","3975.8","4.71","4.15","4.01"
2018,"Feb","3956.2","4.71","4.15","4.01"
2018,"Jan","3929.6","4.71","4.15","4.01"
2018,"Dec","4047.6","4.83","4.23","4.04"
2018,"Nov","4068.9","4.83","4.23","4.04"
2018,"Oct","4040.4","4.83","4.23","4.04"
2018,"Sep","4013.1","4.83","4.23","4.04"
2018,"Aug","4017.2","4.83","4.23","4.04"
2018,"Jul","4020.9","4.83","4.23","4.04"
2018,"Jun","4047.5","4.83","4.23","4.04"
2018,"May","4017.8","4.83","4.23","4.04"
2018,"Apr","4004.8","4.83","4.23","4.04"
2018,"Mar","3975.8","4.83","4.23","4.04"
2018,"Feb","3956.2","4.83","4.23","4.04"
2018,"Jan","3929.6","4.83","4.23","4.04"
2018,"Dec","4047.6","4.75","4.21","4.07"
2018,"Nov","4068.9","4.75","4.21","4.07"
2018,"Oct","4040.4","4.75","4.21","4.07"
2018,"Sep","4013.1","4.75","4.21","4.07"
2018,"Aug","4017.2","4.75","4.21","4.07"
2018,"Jul","4020.9","4.75","4.21","4.07"
2018,"Jun","4047.5","4.75","4.21","4.07"
2018,"May","4017.8","4.75","4.21","4.07"
2018,"Apr","4004.8","4.75","4.21","4.07"
2018,"Mar","3975.8","4.75","4.21","4.07"
2018,"Feb","3956.2","4.75","4.21","4.07"
2018,"Jan","3929.6","4.75","4.21","4.07"
2019,"Dec","4099.5","4.51","3.99","3.98"
2019,"Nov","4119.3","4.51","3.99","3.98"
2019,"Oct","4096.2","4.51","3.99","3.98"
2019,"Sep","4056.2","4.51","3.99","3.98"
2019,"Aug","4061.1","4.51","3.99","3.98"
2019,"Jul","4062.2","4.51","3.99","3.98"
2019,"Jun","4091.1","4.51","3.99","3.98"
2019,"May","4058.9","4.51","3.99","3.98"
2019,"Apr","4051.6","4.51","3.99","3.98"
2019,"Mar","4023.7","4.51","3.99","3.98"
2019,"Feb","4004.4","4.51","3.99","3.98"
2019,"Jan","3981.9","4.51","3.99","3.98"
2019,"Dec","4099.5","4.41","3.84","3.91"
2019,"Nov","4119.3","4.41","3.84","3.91"
2019,"Oct","4096.2","4.41","3.84","3.91"
2019,"Sep","4056.2","4.41","3.84","3.91"
2019,"Aug","4061.1","4.41","3.84","3.91"
2019,"Jul","4062.2","4.41","3.84","3.91"
2019,"Jun","4091.1","4.41","3.84","3.91"
2019,"May","4058.9","4.41","3.84","3.91"
2019,"Apr","4051.6","4.41","3.84","3.91"
2019,"Mar","4023.7","4.41","3.84","3.91"
2019,"Feb","4004.4","4.41","3.84","3.91"
2019,"Jan","3981.9","4.41","3.84","3.91"
2019,"Dec","4099.5","4.41","3.83","3.87"
2019,"Nov","4119.3","4.41","3.83","3.87"
2019,"Oct","4096.2","4.41","3.83","3.87"
2019,"Sep","4056.2","4.41","3.83","3.87"
2019,"Aug","4061.1","4.41","3.83","3.87"
2019,"Jul","4062.2","4.41","3.83","3.87"
2019,"Jun","4091.1","4.41","3.83","3.87"
2019,"May","4058.9","4.41","3.83","3.87"
2019,"Apr","4051.6","4.41","3.83","3.87"
2019,"Mar","4023.7","4.41","3.83","3.87"
2019,"Feb","4004.4","4.41","3.83","3.87"
2019,"Jan","3981.9","4.41","3.83","3.87"
2019,"Dec","4099.5","4.08","3.56","3.66"
2019,"Nov","4119.3","4.08","3.56","3.66"
2019,"Oct","4096.2","4.08","3.56","3.66"
2019,"Sep","4056.2","4.08","3.56","3.66"
2019,"Aug","4061.1","4.08","3.56","3.66"
2019,"Jul","4062.2","4.08","3.56","3.66"
2019,"Jun","4091.1","4.08","3.56","3.66"
2019,"May","4058.9","4.08","3.56","3.66"
2019,"Apr","4051.6","4.08","3.56","3.66"
2019,"Mar","4023.7","4.08","3.56","3.66"
2019,"Feb","4004.4","4.08","3.56","3.66"
2019,"Jan","3981.9","4.08","3.56","3.66"
2019,"Dec","4099.5","4.14","3.6","3.68"
2019,"Nov","4119.3","4.14","3.6","3.68"
2019,"Oct","4096.2","4.14","3.6","3.68"
2019,"Sep","4056.2","4.14","3.6","3.68"
2019,"Aug","4061.1","4.14","3.6","3.68"
2019,"Jul","4062.2","4.14","3.6","3.68"
2019,"Jun","4091.1","4.14","3.6","3.68"
2019,"May","4058.9","4.14","3.6","3.68"
2019,"Apr","4051.6","4.14","3.6","3.68"
2019,"Mar","4023.7","4.14","3.6","3.68"
2019,"Feb","4004.4","4.14","3.6","3.68"
2019,"Jan","3981.9","4.14","3.6","3.68"
2019,"Dec","4099.5","3.82","3.28","3.52"
2019,"Nov","4119.3","3.82","3.28","3.52"
2019,"Oct","4096.2","3.82","3.28","3.52"
2019,"Sep","4056.2","3.82","3.28","3.52"
2019,"Aug","4061.1","3.82","3.28","3.52"
2019,"Jul","4062.2","3.82","3.28","3.52"
2019,"Jun","4091.1","3.82","3.28","3.52"
2019,"May","4058.9","3.82","3.28","3.52"
2019,"Apr","4051.6","3.82","3.28","3.52"
2019,"Mar","4023.7","3.82","3.28","3.52"
2019,"Feb","4004.4","3.82","3.28","3.52"
2019,"Jan","3981.9","3.82","3.28","3.52"
2019,"Dec","4099.5","3.75","3.18","3.45"
2019,"Nov","4119.3","3.75","3.18","3.45"
2019,"Oct","4096.2","3.75","3.18","3.45"
2019,"Sep","4056.2","3.75","3.18","3.45"
2019,"Aug","4061.1","3.75","3.18","3.45"
2019,"Jul","4062.2","3.75","3.18","3.45"
2019,"Jun","4091.1","3.75","3.18","3.45"
2019,"May","4058.9","3.75","3.18","3.45"
2019,"Apr","4051.6","3.75","3.18","3.45"
2019,"Mar","4023.7","3.75","3.18","3.45"
2019,"Feb","4004.4","3.75","3.18","3.45"
2019,"Jan","3981.9","3.75","3.18","3.45"
2019,"Dec","4099.5","3.75","3.2","3.46"
2019,"Nov","4119.3","3.75","3.2","3.46"
2019,"Oct","4096.2","3.75","3.2","3.46"
2019,"Sep","4056.2","3.75","3.2","3.46"
2019,"Aug","4061.1","3.75","3.2","3.46"
2019,"Jul","4062.2","3.75","3.2","3.46"
2019,"Jun","4091.1","3.75","3.2","3.46"
2019,"May","4058.9","3.75","3.2","3.46"
2019,"Apr","4051.6","3.75","3.2","3.46"
2019,"Mar","4023.7","3.75","3.2","3.46"
2019,"Feb","4004.4","3.75","3.2","3.46"
2019,"Jan","3981.9","3.75","3.2","3.46"
2019,"Dec","4099.5","3.49","3","3.3"
2019,"Nov","4119.3","3.49","3","3.3"
2019,"Oct","4096.2","3.49","3","3.3"
2019,"Sep","4056.2","3.49","3","3.3"
2019,"Aug","4061.1","3.49","3","3.3"
2019,"Jul","4062.2","3.49","3","3.3"
2019,"Jun","4091.1","3.49","3","3.3"
2019,"May","4058.9","3.49","3","3.3"
2019,"Apr","4051.6","3.49","3","3.3"
2019,"Mar","4023.7","3.49","3","3.3"
2019,"Feb","4004.4","3.49","3","3.3"
2019,"Jan","3981.9","3.49","3","3.3"
2019,"Dec","4099.5","3.65","3.14","3.38"
2019,"Nov","4119.3","3.65","3.14","3.38"
2019,"Oct","4096.2","3.65","3.14","3.38"
2019,"Sep","4056.2","3.65","3.14","3.38"
2019,"Aug","4061.1","3.65","3.14","3.38"
2019,"Jul","4062.2","3.65","3.14","3.38"
2019,"Jun","4091.1","3.65","3.14","3.38"
2019,"May","4058.9","3.65","3.14","3.38"
2019,"Apr","4051.6","3.65","3.14","3.38"
2019,"Mar","4023.7","3.65","3.14","3.38"
2019,"Feb","4004.4","3.65","3.14","3.38"
2019,"Jan","3981.9","3.65","3.14","3.38"
2019,"Dec","4099.5","3.69","3.13","3.39"
2019,"Nov","4119.3","3.69","3.13","3.39"
2019,"Oct","4096.2","3.69","3.13","3.39"
2019,"Sep","4056.2","3.69","3.13","3.39"
2019,"Aug","4061.1","3.69","3.13","3.39"
2019,"Jul","4062.2","3.69","3.13","3.39"
2019,"Jun","4091.1","3.69","3.13","3.39"
2019,"May","4058.9","3.69","3.13","3.39"
2019,"Apr","4051.6","3.69","3.13","3.39"
2019,"Mar","4023.7","3.69","3.13","3.39"
2019,"Feb","4004.4","3.69","3.13","3.39"
2019,"Jan","3981.9","3.69","3.13","3.39"
2019,"Dec","4099.5","3.68","3.14","3.39"
2019,"Nov","4119.3","3.68","3.14","3.39"
2019,"Oct","4096.2","3.68","3.14","3.39"
2019,"Sep","4056.2","3.68","3.14","3.39"
2019,"Aug","4061.1","3.68","3.14","3.39"
2019,"Jul","4062.2","3.68","3.14","3.39"
2019,"Jun","4091.1","3.68","3.14","3.39"
2019,"May","4058.9","3.68","3.14","3.39"
2019,"Apr","4051.6","3.68","3.14","3.39"
2019,"Mar","4023.7","3.68","3.14","3.39"
2019,"Feb","4004.4","3.68","3.14","3.39"
2019,"Jan","3981.9","3.68","3.14","3.39"
2020,"Dec","3910.6","3.72","3.16","3.46"
2020,"Nov","3921.3","3.72","3.16","3.46"
2020,"Oct","3895.5","3.72","3.16","3.46"
2020,"Sep","3852","3.72","3.16","3.46"
2020,"Aug","3825.3","3.72","3.16","3.46"
2020,"Jul","3766.1","3.72","3.16","3.46"
2020,"Jun","3734.3","3.72","3.16","3.46"
2020,"May","3637","3.72","3.16","3.46"
2020,"Apr","3615.2","3.72","3.16","3.46"
2020,"Mar","4046.2","3.72","3.16","3.46"
2020,"Feb","4055.2","3.72","3.16","3.46"
2020,"Jan","4041.4","3.72","3.16","3.46"
2020,"Dec","3910.6","3.45","2.97","3.32"
2020,"Nov","3921.3","3.45","2.97","3.32"
